Question ID: 1; Prediction: b; Correct Answer: c; [[-934.96529606564036], [-920.06105536259679], [-983.75811539794893], [-972.30237719994318], [-973.40980363812582]]; False.
Question ID: 782; Prediction: a; Correct Answer: d; [[-941.10571982007127], [-1021.7567369042889], [-1009.5996221629077], [-967.01159164413809], [-1017.5419701715426]]; False.
Question ID: 783; Prediction: c; Correct Answer: c; [[-999.09248714024898], [-1036.0793685093297], [-815.17964268489015], [-1021.5390609579031], [-951.47209059948489]]; True.
Question ID: 784; Prediction: b; Correct Answer: b; [[-972.27523481564697], [-860.51393290850592], [-895.40398898949684], [-897.17063775758811], [-909.92608343243876]]; True.
Question ID: 785; Prediction: a; Correct Answer: a; [[-671.42604428829429], [-816.4755940528006], [-788.74294069807763], [-708.4396706562402], [-684.82087052741826]]; True.
Question ID: 786; Prediction: d; Correct Answer: e; [[-971.63735298458766], [-925.00341162698896], [-933.63274864571474], [-792.04151209904978], [-807.73349130366591]]; False.
Question ID: 787; Prediction: c; Correct Answer: c; [[-1155.3201816041003], [-1081.9395860432044], [-1077.8377448301846], [-1198.3824066182851], [-1163.646120081537]]; True.
Question ID: 788; Prediction: a; Correct Answer: b; [[-743.94017555831431], [-914.19997829988188], [-783.69712030853577], [-824.79124967381836], [-878.07877572779]]; False.
Question ID: 789; Prediction: d; Correct Answer: a; [[-1062.0035368144361], [-1072.0440996629329], [-1051.3966096680579], [-1020.5915926982153], [-1107.1740504542395]]; False.
Question ID: 790; Prediction: e; Correct Answer: e; [[-753.86387952358609], [-689.96127146155561], [-683.5139335253557], [-674.74812434726664], [-539.4668246009378]]; True.
Question ID: 791; Prediction: a; Correct Answer: d; [[-829.54150159535948], [-932.92707104418446], [-956.64055407483738], [-1004.2251315047306], [-955.13105577980741]]; False.
Question ID: 792; Prediction: a; Correct Answer: d; [[-731.68757993404233], [-951.10315901113233], [-937.19251423484195], [-987.69981403762256], [-964.73629909216288]]; False.
Question ID: 793; Prediction: c; Correct Answer: d; [[-951.01964647838338], [-962.46401451210795], [-826.47346008628017], [-833.51823501211879], [-888.36922401406866]]; False.
Question ID: 794; Prediction: b; Correct Answer: b; [[-729.6778282862482], [-484.6777212075915], [-735.65425131253653], [-627.72693351659109], [-766.99085535648078]]; True.
Question ID: 795; Prediction: c; Correct Answer: c; [[-944.1361638757063], [-890.6860177341124], [-882.84827549721331], [-954.6164772338916], [-933.57164944588305]]; True.
Question ID: 796; Prediction: c; Correct Answer: b; [[-1163.7848723740158], [-1238.3104558255359], [-1137.7049909661771], [-1150.3543746061116], [-1149.8195865351436]]; False.
Question ID: 797; Prediction: d; Correct Answer: a; [[-642.3461513198165], [-545.48032812490419], [-609.4029836040288], [-449.2652016493056], [-538.90485158740989]]; False.
Question ID: 798; Prediction: d; Correct Answer: e; [[-1143.3258261756548], [-1017.3544084523679], [-1047.3529188080029], [-1000.3436808672443], [-1149.2087520531566]]; False.
Question ID: 799; Prediction: a; Correct Answer: e; [[-402.24617837967025], [-563.88552141828063], [-426.96626975060047], [-478.03658427734428], [-518.25486031297453]]; False.
Question ID: 800; Prediction: d; Correct Answer: d; [[-967.26821483025651], [-910.13515173319831], [-939.94264376789636], [-840.89176138767516], [-921.8077736561022]]; True.
Question ID: 801; Prediction: b; Correct Answer: d; [[-1015.9968420657216], [-932.49051219085743], [-1143.8421758590391], [-1148.2040071822664], [-962.88393805866508]]; False.
Question ID: 802; Prediction: c; Correct Answer: a; [[-855.81871892316667], [-772.79605932040965], [-720.39646065549039], [-802.36271092859647], [-791.82130529369056]]; False.
Question ID: 803; Prediction: b; Correct Answer: a; [[-930.42444245740592], [-856.39468728558177], [-898.70974593304368], [-940.43511328256682], [-909.56048080512403]]; False.
Question ID: 804; Prediction: c; Correct Answer: a; [[-1038.9572609196598], [-1046.2662244787739], [-797.81408963515923], [-997.67575768656536], [-989.86812064115441]]; False.
Question ID: 805; Prediction: c; Correct Answer: b; [[-907.03593953187044], [-979.21137919269472], [-886.18888068374372], [-975.91353334730604], [-922.42414806070883]]; False.
Question ID: 806; Prediction: c; Correct Answer: a; [[-905.03807071653273], [-965.37412069826826], [-893.88968653179222], [-1016.843845394932], [-981.09456494877122]]; False.
Question ID: 807; Prediction: c; Correct Answer: c; [[-1214.6365899254204], [-1202.0181192122736], [-1128.3688797214031], [-1153.7012298327536], [-1205.1124715697422]]; True.
Question ID: 808; Prediction: a; Correct Answer: e; [[-750.66398578015094], [-776.52101730042239], [-777.64565512227682], [-840.93897428886794], [-811.68284010965635]]; False.
Question ID: 809; Prediction: c; Correct Answer: a; [[-833.53516382977148], [-855.93542682014458], [-769.82376222333482], [-814.79435224930319], [-817.16912596184648]]; False.
Question ID: 810; Prediction: a; Correct Answer: e; [[-754.83931148221461], [-894.38598919527988], [-927.43191649261826], [-873.65587989643348], [-966.3127078092898]]; False.
Question ID: 811; Prediction: c; Correct Answer: d; [[-819.69806968917987], [-867.94759013409555], [-787.40042262053203], [-806.58364519265888], [-899.58208446542085]]; False.
Question ID: 812; Prediction: a; Correct Answer: a; [[-841.89449788498951], [-892.91790378462554], [-934.16166955379379], [-905.22905254123987], [-931.61120465424199]]; True.
Question ID: 813; Prediction: a; Correct Answer: e; [[-710.46977755726721], [-760.28448494241798], [-770.69014151975489], [-723.36348001387182], [-741.63791471052377]]; False.
Question ID: 814; Prediction: b; Correct Answer: e; [[-570.30477206874093], [-480.71004293677981], [-648.31903932042383], [-662.38640870879362], [-687.0236974678968]]; False.
Question ID: 815; Prediction: b; Correct Answer: c; [[-930.70801810536284], [-830.22422406036515], [-935.75026547111781], [-1044.1080329760471], [-876.48122189978176]]; False.
Question ID: 816; Prediction: a; Correct Answer: b; [[-664.59672996865299], [-717.82718949268315], [-727.27656472922479], [-797.17492063085024], [-776.51700112229992]]; False.
Question ID: 817; Prediction: e; Correct Answer: d; [[-714.74944486323932], [-685.40068641641062], [-786.38853762221368], [-724.71731309480424], [-566.98960199330918]]; False.
Question ID: 818; Prediction: c; Correct Answer: a; [[-707.17252287190092], [-788.57232980783272], [-654.35113927109467], [-779.536992802295], [-727.80454972500775]]; False.
Question ID: 819; Prediction: e; Correct Answer: c; [[-1004.1040491707272], [-1049.5022948305386], [-965.68028938513089], [-1014.4239858935375], [-730.57345850642935]]; False.
Question ID: 820; Prediction: c; Correct Answer: d; [[-953.24538401149573], [-958.80839818994787], [-937.27330190120131], [-1034.2229265462695], [-944.05641105683105]]; False.
Question ID: 821; Prediction: a; Correct Answer: a; [[-740.27706735231072], [-966.8975305925959], [-789.2268068794167], [-917.17202721272008], [-906.68960356626758]]; True.
Question ID: 822; Prediction: e; Correct Answer: a; [[-663.54855563004583], [-644.85084233833618], [-674.42365166249181], [-701.374069176376], [-634.1780930332427]]; False.
Question ID: 823; Prediction: b; Correct Answer: e; [[-584.43489388408011], [-539.72497147613251], [-632.64086708526929], [-565.34294478175798], [-692.50208599135522]]; False.
Question ID: 824; Prediction: c; Correct Answer: c; [[-1166.4955460368617], [-1246.6685230856472], [-1126.6607662951635], [-1198.2589808218377], [-1145.6105816202771]]; True.
Question ID: 825; Prediction: e; Correct Answer: b; [[-677.39167782996299], [-655.82783179579337], [-702.07259208828418], [-742.05889013511239], [-597.7565748306555]]; False.
Question ID: 826; Prediction: d; Correct Answer: b; [[-1094.1593031499408], [-1011.2421673757301], [-930.83879175188667], [-897.32219492851118], [-1067.4134996031262]]; False.
Question ID: 827; Prediction: c; Correct Answer: e; [[-807.88661400215597], [-779.5173940256966], [-766.09448930640008], [-851.54294378047564], [-843.01704654286107]]; False.
Question ID: 828; Prediction: e; Correct Answer: e; [[-726.46525374393605], [-784.89920541287415], [-727.45338962083588], [-846.08995651265263], [-708.86944307887734]]; True.
Question ID: 829; Prediction: d; Correct Answer: c; [[-851.23260450179498], [-959.10410936178391], [-816.36732003722466], [-763.87836830045001], [-900.08069563325398]]; False.
Question ID: 830; Prediction: d; Correct Answer: b; [[-1012.3271422245763], [-1068.1085300171201], [-1038.2116612688751], [-998.08580588756274], [-1025.0971222072253]]; False.
Question ID: 831; Prediction: c; Correct Answer: c; [[-974.99373649123277], [-961.60986555083628], [-881.74625437436544], [-960.56455171547088], [-927.25565928190224]]; True.
Question ID: 832; Prediction: a; Correct Answer: c; [[-890.73403080593619], [-1095.0191814423965], [-1060.3694420511106], [-971.00276936647674], [-1070.9299265191801]]; False.
Question ID: 833; Prediction: c; Correct Answer: a; [[-1193.1272315258541], [-1123.784184124537], [-1029.1483162203799], [-1125.7829915334432], [-1157.1102669245495]]; False.
Question ID: 834; Prediction: e; Correct Answer: b; [[-895.84035901034235], [-989.79013842371887], [-887.35019395217932], [-970.030753239467], [-756.86943198479185]]; False.
Question ID: 835; Prediction: a; Correct Answer: b; [[-831.39225206178844], [-918.70560694879464], [-953.20313983965286], [-959.3789836744487], [-913.43906602858056]]; False.
Question ID: 836; Prediction: b; Correct Answer: d; [[-799.94876076875119], [-615.56846301679639], [-804.13424033634294], [-746.48088581646402], [-838.78521113350416]]; False.
Question ID: 837; Prediction: a; Correct Answer: e; [[-909.12037388300462], [-1061.2427524065045], [-981.14404126324143], [-1063.1012426293923], [-1126.6357347717358]]; False.
Question ID: 838; Prediction: a; Correct Answer: b; [[-557.54384044595747], [-602.25671237659094], [-641.5148361957863], [-600.13787711981024], [-607.17227632829167]]; False.
Question ID: 839; Prediction: a; Correct Answer: d; [[-1121.9813194337696], [-1215.6746378704388], [-1329.9929381940524], [-1188.217156162329], [-1190.1809505047975]]; False.
Question ID: 840; Prediction: c; Correct Answer: d; [[-824.6505913638797], [-830.43848516835351], [-793.89889950900795], [-982.84461083796657], [-800.97748819931633]]; False.
Question ID: 841; Prediction: b; Correct Answer: d; [[-1103.7378260552478], [-1043.6032072352084], [-1081.8218360459291], [-1069.0131307288714], [-1168.1168898560202]]; False.
Question ID: 842; Prediction: d; Correct Answer: d; [[-868.64170954656856], [-912.86066469226625], [-849.80163975756489], [-787.60479837302967], [-917.27074081127182]]; True.
Question ID: 843; Prediction: e; Correct Answer: c; [[-919.6570503094307], [-959.05063005784791], [-1042.157768408274], [-979.49582622344963], [-869.73630340239401]]; False.
Question ID: 844; Prediction: e; Correct Answer: e; [[-1249.1868789892731], [-1293.1780441481858], [-1322.677206778598], [-1210.8443913471306], [-1209.9137859477285]]; True.
Question ID: 845; Prediction: b; Correct Answer: b; [[-984.80955208908995], [-978.3505483409632], [-1025.7528024968599], [-1053.5146429240485], [-1008.0001224092839]]; True.
Question ID: 846; Prediction: a; Correct Answer: d; [[-641.07716040222454], [-768.73700345240707], [-768.68811895325609], [-749.74966710319814], [-695.29557774272587]]; False.
Question ID: 847; Prediction: e; Correct Answer: a; [[-1220.6062873791793], [-1220.0233867453242], [-1183.7871185196773], [-1208.4782519845394], [-1169.4051420498952]]; False.
Question ID: 848; Prediction: a; Correct Answer: c; [[-827.74961667752677], [-970.56672863578535], [-984.1864741480166], [-837.45102367143261], [-903.37688883504859]]; False.
Question ID: 849; Prediction: c; Correct Answer: b; [[-849.65078447016947], [-817.8606799404489], [-626.72225274744289], [-822.52610528868126], [-770.02836081544729]]; False.
Question ID: 850; Prediction: b; Correct Answer: d; [[-780.19061432463343], [-758.82613110854959], [-797.0594966780094], [-815.55231931853541], [-841.90680868993877]]; False.
Question ID: 851; Prediction: a; Correct Answer: c; [[-528.44052816753663], [-724.1137302518797], [-714.87617029841203], [-646.89016855804448], [-687.45241038122549]]; False.
Question ID: 852; Prediction: d; Correct Answer: e; [[-745.13429801954339], [-790.89523002232454], [-736.7733274131898], [-650.40565204108668], [-815.68596001023138]]; False.
Question ID: 853; Prediction: b; Correct Answer: a; [[-743.58632039254235], [-618.33228606668933], [-622.02276680656234], [-667.48851117841389], [-773.02347950689159]]; False.
Question ID: 854; Prediction: a; Correct Answer: b; [[-762.13709003773204], [-945.50104794190815], [-778.09665972443258], [-789.52840666871032], [-858.15831697115868]]; False.
Question ID: 855; Prediction: e; Correct Answer: d; [[-993.80634764127069], [-983.45293977220183], [-948.20841481021921], [-1094.3772572790842], [-932.6200858631903]]; False.
Question ID: 856; Prediction: c; Correct Answer: c; [[-666.93538531534728], [-687.90709212441891], [-533.7851945087815], [-669.08709827428811], [-692.29781950323945]]; True.
Question ID: 857; Prediction: e; Correct Answer: d; [[-894.20635131304823], [-927.13849732346409], [-815.08277313822146], [-838.10969441257214], [-795.04776483526803]]; False.
Question ID: 858; Prediction: b; Correct Answer: c; [[-623.69715531527845], [-570.53487521846216], [-659.6290562620959], [-620.28911982643615], [-688.99361987398936]]; False.
Question ID: 859; Prediction: b; Correct Answer: c; [[-668.99511920173768], [-482.49104027552363], [-702.54685381749482], [-515.94553716130804], [-647.36928201963212]]; False.
Question ID: 860; Prediction: e; Correct Answer: d; [[-821.27682827128524], [-802.45711687812604], [-819.35510252702784], [-776.11926131730809], [-737.60513357649108]]; False.
Question ID: 861; Prediction: a; Correct Answer: d; [[-796.88456008018034], [-902.04486271338976], [-824.58744915779687], [-890.39453993191751], [-862.30605271610409]]; False.
Question ID: 862; Prediction: c; Correct Answer: e; [[-1211.2625054086243], [-1163.6540174663214], [-1152.0693762148314], [-1231.6809310731674], [-1255.144436642428]]; False.
Question ID: 863; Prediction: a; Correct Answer: e; [[-694.5913717809882], [-845.19880945518571], [-818.84933980715164], [-833.66425286573747], [-861.07996806163032]]; False.
Question ID: 864; Prediction: c; Correct Answer: e; [[-932.9369214682888], [-899.93555565753138], [-878.61319110768477], [-915.77422749856078], [-883.99918818095637]]; False.
Question ID: 865; Prediction: a; Correct Answer: b; [[-950.34843569974646], [-1058.2127488003966], [-1117.8363972347177], [-1053.980749113055], [-1128.1748861279041]]; False.
Question ID: 866; Prediction: e; Correct Answer: d; [[-856.28109132593033], [-858.25060946109306], [-936.31572467889498], [-860.82477390709357], [-819.71233365001831]]; False.
Question ID: 867; Prediction: c; Correct Answer: c; [[-1146.1870812036002], [-1281.6796713507058], [-1133.625679931989], [-1283.3665889181136], [-1256.6107207261775]]; True.
Question ID: 868; Prediction: d; Correct Answer: c; [[-891.50746159947244], [-877.12740000960071], [-906.09781327713165], [-834.15918625008987], [-865.15612618047044]]; False.
Question ID: 869; Prediction: e; Correct Answer: c; [[-527.04925797397402], [-441.85666708653127], [-438.00525869534175], [-525.17302639005698], [-337.14744977657006]]; False.
Question ID: 870; Prediction: a; Correct Answer: c; [[-697.58765229299502], [-808.88475984722118], [-823.03800411603868], [-763.72681319223796], [-754.72329031464255]]; False.
Question ID: 871; Prediction: a; Correct Answer: d; [[-488.30227149235765], [-552.24216648359163], [-562.82394412326562], [-515.58176585537069], [-648.17131519789825]]; False.
Question ID: 872; Prediction: d; Correct Answer: d; [[-812.38494936970324], [-758.32858747464763], [-959.60952226931738], [-736.19793999682577], [-848.95527805565791]]; True.
Question ID: 873; Prediction: e; Correct Answer: b; [[-696.17050053531727], [-776.49266365039057], [-706.65452121257727], [-775.8652343122601], [-627.13123702699806]]; False.
Question ID: 874; Prediction: c; Correct Answer: c; [[-960.25741177075827], [-985.81603783257708], [-880.62096326212645], [-931.08073102661672], [-927.74355416463141]]; True.
Question ID: 875; Prediction: c; Correct Answer: d; [[-931.28332485580052], [-928.51432947641206], [-882.05777660701096], [-931.90698512299252], [-969.12035021403881]]; False.
Question ID: 876; Prediction: c; Correct Answer: e; [[-1232.9721477388377], [-1112.7017053476825], [-1047.2299614985013], [-1242.3246477575492], [-1202.2962686084372]]; False.
Question ID: 877; Prediction: b; Correct Answer: a; [[-1004.8742824462873], [-893.3608180033973], [-1019.3462434937746], [-958.24338853797269], [-1081.3777632409985]]; False.
Question ID: 878; Prediction: e; Correct Answer: c; [[-1072.1061718277131], [-995.46253064498035], [-1030.2995241216611], [-1104.0427994265779], [-870.69938407700192]]; False.
Question ID: 879; Prediction: d; Correct Answer: b; [[-1048.0289303717445], [-1114.3864741088885], [-1000.6236452474819], [-950.08259287814849], [-965.31734422891861]]; False.
Question ID: 880; Prediction: d; Correct Answer: b; [[-875.83078766472534], [-954.75501557396342], [-986.28314121637209], [-863.67731764452651], [-1028.6158597705955]]; False.
Question ID: 881; Prediction: b; Correct Answer: b; [[-793.57271292445444], [-696.46433628320653], [-837.37574502798066], [-846.95554126688899], [-723.36839079616914]]; True.
Question ID: 882; Prediction: a; Correct Answer: e; [[-778.60485674209315], [-899.82718722818367], [-819.1891009745126], [-837.38871745794779], [-781.24211945289051]]; False.
Question ID: 883; Prediction: a; Correct Answer: c; [[-774.39955914204256], [-909.65322057846606], [-845.14949330947434], [-792.98499220173176], [-889.22778323153932]]; False.
Question ID: 884; Prediction: d; Correct Answer: d; [[-991.78953155626277], [-996.80082671135449], [-1011.984451127626], [-979.96819191928319], [-1017.9201203302398]]; True.
Question ID: 885; Prediction: e; Correct Answer: e; [[-563.6463675389773], [-613.11171082198678], [-579.36019408988943], [-553.81331293970402], [-353.10311977135035]]; True.
Question ID: 886; Prediction: b; Correct Answer: b; [[-784.65129109335305], [-697.63625267775171], [-720.59896204652762], [-766.59363380969216], [-791.31112915096071]]; True.
Question ID: 887; Prediction: d; Correct Answer: a; [[-1307.9442619721983], [-1156.275888794456], [-1183.4490697128795], [-1057.7784654628651], [-1216.0570411294723]]; False.
Question ID: 888; Prediction: d; Correct Answer: c; [[-1002.0570718290679], [-926.26623395784441], [-997.10010394937478], [-882.16350590546654], [-1007.5977956963577]]; False.
Question ID: 889; Prediction: c; Correct Answer: a; [[-654.83090271810545], [-627.70334072767378], [-547.72089600966672], [-652.90649646318718], [-695.76789760874499]]; False.
Question ID: 890; Prediction: e; Correct Answer: b; [[-845.55787967014874], [-911.54503860035254], [-864.01105320031206], [-790.8536881166367], [-683.63915114556403]]; False.
Question ID: 891; Prediction: e; Correct Answer: d; [[-547.33524518773379], [-608.77907227067294], [-507.71759971611084], [-561.80541525144315], [-190.03903912661463]]; False.
Question ID: 892; Prediction: d; Correct Answer: b; [[-926.86047130076963], [-975.22540618026358], [-903.75671211549661], [-869.33935101120994], [-971.57569086785145]]; False.
Question ID: 893; Prediction: a; Correct Answer: b; [[-856.21906236548148], [-945.35974398233316], [-882.44967882629089], [-916.51958065858537], [-938.47754275701936]]; False.
Question ID: 894; Prediction: e; Correct Answer: a; [[-954.08356536786039], [-944.24018069896101], [-999.93974123562714], [-983.60626652450696], [-869.4003747846341]]; False.
Question ID: 895; Prediction: b; Correct Answer: d; [[-786.05992832913626], [-781.60236234411104], [-872.46180370053389], [-827.18517913726032], [-852.85550112382793]]; False.
Question ID: 896; Prediction: d; Correct Answer: a; [[-923.48234727776025], [-873.12235146931755], [-907.99839332069666], [-850.41814876662397], [-898.26579895128214]]; False.
Question ID: 897; Prediction: d; Correct Answer: e; [[-843.4290893613927], [-884.83261782384614], [-822.35570550877105], [-770.0462504322328], [-835.35164956921165]]; False.
Question ID: 898; Prediction: d; Correct Answer: b; [[-680.43079809477035], [-701.67974797471902], [-549.75687927060562], [-492.28808284357956], [-631.8107818848024]]; False.
Question ID: 899; Prediction: c; Correct Answer: d; [[-723.82852468456417], [-747.43185841044556], [-610.20229200611709], [-648.39743097944097], [-756.48011788952442]]; False.
Question ID: 900; Prediction: b; Correct Answer: b; [[-600.21738371763297], [-478.99890027248455], [-546.59939948957197], [-550.9959139926433], [-580.06848717543039]]; True.
Question ID: 901; Prediction: e; Correct Answer: e; [[-918.6317568258321], [-978.69794308281359], [-944.80287124174481], [-930.07834679450355], [-880.34190875663546]]; True.
Question ID: 902; Prediction: a; Correct Answer: c; [[-706.10251121733859], [-757.62798786488588], [-863.06560649984385], [-769.3945457205383], [-831.51391831377134]]; False.
Question ID: 903; Prediction: e; Correct Answer: e; [[-823.90572100271277], [-759.34979302993054], [-821.20650894036919], [-751.74387924849236], [-730.84925343196812]]; True.
Question ID: 904; Prediction: e; Correct Answer: d; [[-997.14107388685977], [-1054.3393145638374], [-1056.1201666086824], [-1024.657355662622], [-936.27494019901133]]; False.
Question ID: 905; Prediction: c; Correct Answer: e; [[-723.1260183588787], [-798.93817321261929], [-592.12090373139154], [-738.80725313887706], [-600.88101445236418]]; False.
Question ID: 906; Prediction: d; Correct Answer: a; [[-1079.2992743764325], [-1199.9416406196747], [-1160.7927013462797], [-1075.8918656027076], [-1101.7032559396525]]; False.
Question ID: 907; Prediction: a; Correct Answer: a; [[-1043.3686178741793], [-1080.2284422308908], [-1167.2085156559338], [-1092.7363864488448], [-1141.3913086746211]]; True.
Question ID: 908; Prediction: d; Correct Answer: e; [[-900.09153864370262], [-913.27908447827178], [-870.18282695122832], [-865.74413898614046], [-975.81723685379734]]; False.
Question ID: 909; Prediction: c; Correct Answer: d; [[-1166.2127169026712], [-1094.2283238534289], [-1067.9185422980772], [-1197.9462595600737], [-1119.4233550452534]]; False.
Question ID: 910; Prediction: a; Correct Answer: b; [[-1078.9955508175115], [-1138.6663074627479], [-1130.5166371461837], [-1109.7058160806503], [-1120.4271862017479]]; False.
Question ID: 911; Prediction: e; Correct Answer: b; [[-877.12048129434402], [-900.69533751332347], [-1009.2772711028168], [-881.47453177672014], [-803.50457433108295]]; False.
Question ID: 912; Prediction: e; Correct Answer: d; [[-849.59792576379834], [-906.94543356871498], [-848.26636213632867], [-848.69188515032261], [-798.51260214869603]]; False.
Question ID: 913; Prediction: b; Correct Answer: e; [[-1069.7335999923801], [-902.38731300909922], [-933.51356442474321], [-975.3755393372918], [-1110.4126143820949]]; False.
Question ID: 914; Prediction: e; Correct Answer: b; [[-791.55320128625965], [-719.94341430901079], [-769.7541768927083], [-841.79128313044646], [-704.37426686950198]]; False.
Question ID: 915; Prediction: d; Correct Answer: b; [[-662.36148401381831], [-677.41102738153904], [-781.24602259711401], [-594.72943817595137], [-736.97041105792812]]; False.
Question ID: 916; Prediction: b; Correct Answer: b; [[-996.67351100993267], [-915.85944531952111], [-975.15974915195636], [-997.38665845802666], [-990.65129422374071]]; True.
Question ID: 917; Prediction: e; Correct Answer: d; [[-1015.5588138137415], [-969.09040389442123], [-992.08855304907274], [-1025.8809974676894], [-957.39745688069195]]; False.
Question ID: 918; Prediction: b; Correct Answer: b; [[-1057.2101048236154], [-979.06846094967523], [-991.75964263052424], [-1062.0906045735046], [-1043.6843865924964]]; True.
Question ID: 919; Prediction: c; Correct Answer: b; [[-979.66511428531737], [-998.03234581413528], [-914.40082696174761], [-951.88756110900954], [-951.24379658038572]]; False.
Question ID: 920; Prediction: e; Correct Answer: d; [[-588.60385311030632], [-587.6571789841372], [-627.40434112404466], [-635.3808089590533], [-586.0137001290019]]; False.
Question ID: 921; Prediction: e; Correct Answer: b; [[-674.04012571695978], [-671.82924915040132], [-717.57997737757205], [-648.28491220504009], [-596.54730944608355]]; False.
Question ID: 922; Prediction: b; Correct Answer: a; [[-701.44243650856163], [-549.28892692276054], [-718.16525906262223], [-712.72584316700056], [-635.51514937197931]]; False.
Question ID: 923; Prediction: e; Correct Answer: c; [[-1108.0388790733132], [-1145.1846797962376], [-1233.611565376932], [-1103.3526725193433], [-987.46622227119474]]; False.
Question ID: 924; Prediction: b; Correct Answer: a; [[-742.24012794900875], [-665.02099471702411], [-719.64282222544944], [-742.77262362206943], [-730.85445943719424]]; False.
Question ID: 925; Prediction: d; Correct Answer: e; [[-570.01357815727579], [-598.06086787290792], [-469.15227773382043], [-359.99385606759517], [-568.23333051564225]]; False.
Question ID: 926; Prediction: b; Correct Answer: b; [[-809.78864701310692], [-696.69735124272904], [-751.44769259291286], [-797.27809984841792], [-747.35504349487269]]; True.
Question ID: 927; Prediction: c; Correct Answer: a; [[-990.507778403016], [-1026.2611866589725], [-943.49042171528811], [-1041.0272891114994], [-1042.4337503646871]]; False.
Question ID: 928; Prediction: a; Correct Answer: c; [[-924.51611289963068], [-990.736015897372], [-1071.989785086231], [-952.51041428714336], [-977.48861662734873]]; False.
Question ID: 929; Prediction: d; Correct Answer: a; [[-1032.1364266581215], [-1072.5052665745552], [-1099.2338298794855], [-988.98129915216271], [-1074.2960888615096]]; False.
Question ID: 930; Prediction: c; Correct Answer: b; [[-659.96904728568313], [-636.50190845420502], [-603.9898792517032], [-646.85593197918968], [-652.05770586581798]]; False.
Question ID: 931; Prediction: b; Correct Answer: e; [[-830.9023820917339], [-776.97824493091457], [-826.23340813789798], [-797.23185516801755], [-821.96101293935635]]; False.
Question ID: 932; Prediction: b; Correct Answer: a; [[-956.26850877372135], [-895.19945853090633], [-987.84751015478071], [-967.35483734956665], [-968.63848634822455]]; False.
Question ID: 933; Prediction: d; Correct Answer: b; [[-970.45548645631345], [-1087.9291699248074], [-1017.2885951585242], [-917.77741417769937], [-1068.207792722344]]; False.
Question ID: 934; Prediction: d; Correct Answer: d; [[-1209.9194675472625], [-1068.9739106079148], [-1096.0159007842958], [-1062.6383904102788], [-1204.9069949300947]]; True.
Question ID: 935; Prediction: c; Correct Answer: d; [[-995.81901670286697], [-994.88523947512783], [-895.12449817924846], [-1064.5098397361776], [-979.43535130127339]]; False.
Question ID: 936; Prediction: d; Correct Answer: a; [[-1089.9956409693118], [-1128.3265716778562], [-1110.3630217721905], [-1028.1889807863165], [-1084.5633212267167]]; False.
Question ID: 937; Prediction: a; Correct Answer: d; [[-644.81719148188904], [-748.4499362507936], [-744.28830232188693], [-735.28466210770728], [-701.7850494882781]]; False.
Question ID: 938; Prediction: a; Correct Answer: b; [[-711.926918685131], [-768.32172240356738], [-811.84423682728618], [-817.61107212262391], [-773.39023753903268]]; False.
Question ID: 939; Prediction: a; Correct Answer: e; [[-716.51736713851187], [-828.10305497672186], [-741.13986448017022], [-739.8388622386185], [-751.19757573971174]]; False.
Question ID: 940; Prediction: e; Correct Answer: d; [[-934.66756577512888], [-938.68936408453362], [-880.43930626982876], [-879.89159931030133], [-870.92078127798675]]; False.
Question ID: 941; Prediction: b; Correct Answer: b; [[-956.21994242586572], [-895.61604879342576], [-959.30897576844905], [-932.08375466998473], [-1022.3633647256124]]; True.
Question ID: 942; Prediction: e; Correct Answer: d; [[-851.92667078774559], [-896.16343689196469], [-928.31190291494829], [-938.91834722879491], [-792.54056590915559]]; False.
Question ID: 943; Prediction: e; Correct Answer: a; [[-793.16469094579975], [-841.60767819906562], [-765.00290441255515], [-799.59053704209566], [-712.88567084525107]]; False.
Question ID: 944; Prediction: e; Correct Answer: a; [[-868.52088691698771], [-944.76103636722291], [-845.35484505626698], [-912.00537644276142], [-834.74664141808967]]; False.
Question ID: 945; Prediction: b; Correct Answer: a; [[-800.39920278835575], [-755.7931170245372], [-840.25355539686279], [-781.28398551567739], [-784.83246594566879]]; False.
Question ID: 946; Prediction: e; Correct Answer: c; [[-1279.9982362170135], [-1283.2941082788866], [-1162.7258409192611], [-1236.350030779394], [-1150.8568840595804]]; False.
Question ID: 947; Prediction: e; Correct Answer: e; [[-676.24396244696766], [-748.64439286790946], [-648.34856748226775], [-697.18273499419081], [-624.83709192431718]]; True.
Question ID: 948; Prediction: e; Correct Answer: c; [[-1168.8127003273989], [-1112.3447157292424], [-1071.4286646168255], [-1172.7132347769607], [-983.24271212668896]]; False.
Question ID: 949; Prediction: d; Correct Answer: d; [[-917.87248804584556], [-885.12882792549101], [-904.77527591130115], [-841.28469252262255], [-965.57704783974214]]; True.
Question ID: 950; Prediction: a; Correct Answer: a; [[-767.16844498581531], [-802.6928713080448], [-839.83297030824986], [-789.33061219766591], [-847.57852382126316]]; True.
Question ID: 951; Prediction: e; Correct Answer: e; [[-689.90930578569692], [-670.75475545564905], [-775.66230453547314], [-776.20299358530701], [-504.98531500221685]]; True.
Question ID: 952; Prediction: b; Correct Answer: a; [[-1006.3787212499135], [-881.97581259961669], [-1051.7351848891974], [-925.241825024131], [-976.37207409408018]]; False.
